自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,タイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,SET価格
ダイハツ,キャストスポーツ,LA250S/LA260S,15/10～,KF,ターボ,Return,29243,,260157,70793-qq-e-210k,70793-qq-e-d-210k,4.95909E+12,70793,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,36800,32600
ダイハツ,コペンエクスプレイ,LA400K,14/11～,KF,ターボ,Release,23929,,260160,70689-qq-e-213k,70689-qq-e-d-213k,4.95909E+12,70689,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ダイハツ,コペンエクスプレイ,LA400K,14/11～,KF,ターボ,Return,23929,,260161,70789-qq-e-214k,70789-qq-e-d-214k,4.95909E+12,70789,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,29800,27400
ダイハツ,コペンセロ,LA400K,15/06～,KF,ターボ,Release,23929,,260162,70689-qq-e-215k,70689-qq-e-d-215k,4.95909E+12,70689,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ダイハツ,コペンセロ,LA400K,15/06～,KF,ターボ,Return,23929,,260163,70789-qq-e-216k,70789-qq-e-d-216k,4.95909E+12,70789,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,29800,27400
ダイハツ,コペンローブ,LA400K,14/06～,KF,ターボ,Release,23929,,260158,70689-qq-e-211k,70689-qq-e-d-211k,4.95909E+12,70689,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ダイハツ,コペンローブ,LA400K,14/06～,KF,ターボ,Return,23929,,260159,70789-qq-e-212k,70789-qq-e-d-212k,4.95909E+12,70789,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,29800,27400
ダイハツ,タント,LA600S/LA610S,13/10～,KF,ターボ,Release,26256,,260164,70693-qq-e-217k,70693-qq-e-d-217k,4.95909E+12,70693,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,タント,LA600S/LA610S,13/10～,KF,ターボ,Return,29243,,260165,70793-qq-e-218k,70793-qq-e-d-218k,4.95909E+12,70793,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,36800,32600
ダイハツ,タントカスタム,LA600S/LA610S,13/10～,KF,ターボ,Release,26256,,260166,70693-qq-e-219k,70693-qq-e-d-219k,4.95909E+12,70693,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,タントカスタム,LA600S/LA610S,13/10～,KF,ターボ,Return,29243,,260167,70793-qq-e-220k,70793-qq-e-d-220k,4.95909E+12,70793,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,36800,32600
ダイハツ,トール,M900S,16/11～,1KR-VET,,Release,26256,,260168,70692-qq-e-221k,70692-qq-e-d-221k,4.95909E+12,70692,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,トール,M900S,16/11～,1KR-VET,,Return,29243,,260169,70792-qq-e-222k,70792-qq-e-d-222k,4.95909E+12,70792,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
ダイハツ,トールカスタム,M900S,16/11～,1KR-VET,,Release,26256,,260170,70692-qq-e-223k,70692-qq-e-d-223k,4.95909E+12,70692,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,トールカスタム,M900S,16/11～,1KR-VET,,Return,29243,,260171,70792-qq-e-224k,70792-qq-e-d-224k,4.95909E+12,70792,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
ダイハツ,ムーヴ,L152S,02/10～06/10,JB-DET,,Release,26256,,260173,70667-qq-e-226k,70667-qq-e-d-226k,4.95909E+12,70667,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,ムーヴ,L175S,06/10～10/12,KF-DET,,Release,23929,,260174,70662-qq-e-227k,70662-qq-e-d-227k,4.95909E+12,70662,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
ダイハツ,ムーヴ,L175S,06/10～10/12,KF-DET,,Return,26256,,260175,70762-qq-e-228k,70762-qq-e-d-228k,4.95909E+12,70762,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,32800,29600
ダイハツ,ムーヴ,L902S,98/10～02/10,JB-DET,,Release,26256,,260172,70666-qq-e-225k,70666-qq-e-d-225k,4.95909E+12,70666,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,ムーヴ,LA100S,10/12～,KF,ターボ,Release,26256,,260176,70688-qq-e-229k,70688-qq-e-d-229k,4.95909E+12,70688,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
ダイハツ,ムーヴ,LA100S,10/12～,KF,ターボ,Release,30727,,260177,70788-qq-e-230k,70788-qq-e-d-230k,4.95909E+12,70788,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,38800,34100
トヨタ,MR2,SW20,89/10～,3S-GTE,,Release,23929,,259953,70647-qq-e-1k,70647-qq-e-d-1k,4.95909E+12,70647,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,アリスト,JZS147,91/10～97/08,2JZ-GTE,,Release,26256,,259954,70640-qq-e-2k,70640-qq-e-d-2k,4.95909E+12,70640,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,アリスト,JZS161,00/07～,2JZ-GTE,MC前取り付け不可,Release,23929,,259955,70644-qq-e-3k,70644-qq-e-d-3k,4.95909E+12,70644,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,ヴェロッサ,JZX110,01/07～,1JZ-GTE,,Release,23929,,259956,70646-qq-e-4k,70646-qq-e-d-4k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,ヴェロッサ,JZX110,01/07～,1JZ-GTE,,Return,29243,,259957,70746-qq-e-5k,70746-qq-e-d-5k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,カルディナ,ST215W,97/09～02/09,3S-GTE,,Release,26256,,259958,70649-qq-e-6k,70649-qq-e-d-6k,4.95909E+12,70649,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,BLITZ製コアタイプエアークリーナーシリーズとの併用不可,,32800,29600
トヨタ,カルディナ,ST246W,02/09～05/01,3S-GTE,,Release,26256,,259959,70649-qq-e-7k,70649-qq-e-d-7k,4.95909E+12,70649,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,BLITZ製コアタイプエアークリーナーシリーズとの併用不可,,32800,29600
トヨタ,カルディナ,ST246W,05/01～,3S-GTE,ストラットタワーバー装着車不可,Release,26256,,259960,70649-qq-e-8k,70649-qq-e-d-8k,4.95909E+12,70649,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,BLITZ製コアタイプエアークリーナーシリーズとの併用不可,,32800,29600
トヨタ,クレスタ,JZX100,96/09～,1JZ-GTE,,Release,23929,,259963,70646-qq-e-11k,70646-qq-e-d-11k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,クレスタ,JZX100,96/09～,1JZ-GTE,,Return,29243,,259964,70746-qq-e-12k,70746-qq-e-d-12k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,クレスタ,JZX81,90/08～92/10,1JZ-GTE,,Release,26256,,259961,70645-qq-e-9k,70645-qq-e-d-9k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,クレスタ,JZX90,92/10～96/09,1JZ-GTE,,Release,26256,,259962,70645-qq-e-10k,70645-qq-e-d-10k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,スープラ,JZA70,90/08～93/05,1JZ-GTE,,Release,26256,,259966,70645-qq-e-14k,70645-qq-e-d-14k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,スープラ,JZA80,93/05～,2JZ-GTE,全年式共通,Release,23929,,259967,70644-qq-e-15k,70644-qq-e-d-15k,4.95909E+12,70644,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,スープラ,MA70,86/02～90/08,7M-GTEU,,Release,26256,,259965,70641-qq-e-13k,70641-qq-e-d-13k,4.95909E+12,70641,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,セリカ,ST205,94/02～99/09,3S-GTE,,Release,26256,,259970,70649-qq-e-18k,70649-qq-e-d-18k,4.95909E+12,70649,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,BLITZ製コアタイプエアークリーナーシリーズとの併用不可,,32800,29600
トヨタ,ソアラ,JZZ30,91/05～96/08,1JZ-GTE,ツインターボ(MC前),Release,26256,,259972,70645-qq-e-20k,70645-qq-e-d-20k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,ソアラ,JZZ30,96/08～01/04,1JZ-GTE,シングルターボ(VVT-i搭載車)<br>MC後,Release,23929,,259973,70646-qq-e-21k,70646-qq-e-d-21k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,ソアラ,JZZ30,96/08～01/04,1JZ-GTE,シングルターボ(VVT-i搭載車)<br>MC後,Return,29243,,259974,70746-qq-e-22k,70746-qq-e-d-22k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,ソアラ,MZ20/MZ21,86/02～91/05,7M-GTEU,,Release,26256,,259971,70641-qq-e-19k,70641-qq-e-d-19k,4.95909E+12,70641,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,タンク,M900A,16/11～,1KR-VET,,Release,26256,,259975,70692-qq-e-23k,70692-qq-e-d-23k,4.95909E+12,70692,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,タンク,M900A,16/11～,1KR-VET,,Return,29243,,259976,70792-qq-e-24k,70792-qq-e-d-24k,4.95909E+12,70792,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,チェイサー,JZX100,96/09～,1JZ-GTE,,Release,23929,,259979,70646-qq-e-27k,70646-qq-e-d-27k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,チェイサー,JZX100,96/09～,1JZ-GTE,,Return,29243,,259980,70746-qq-e-28k,70746-qq-e-d-28k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,チェイサー,JZX81,90/08～92/10,1JZ-GTE,,Release,26256,,259977,70645-qq-e-25k,70645-qq-e-d-25k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,チェイサー,JZX90,92/10～96/09,1JZ-GTE,,Release,26256,,259978,70645-qq-e-26k,70645-qq-e-d-26k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,マークII,JZX100,96/09～00/10,1JZ-GTE,,Release,23929,,259983,70646-qq-e-31k,70646-qq-e-d-31k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,マークII,JZX100,96/09～00/10,1JZ-GTE,,Return,29243,,259984,70746-qq-e-32k,70746-qq-e-d-32k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,マークII,JZX110,00/10～,1JZ-GTE,,Release,23929,,259985,70646-qq-e-33k,70646-qq-e-d-33k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,マークII,JZX110,00/10～,1JZ-GTE,,Return,29243,,259986,70746-qq-e-34k,70746-qq-e-d-34k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,マークII,JZX81,90/08～92/10,1JZ-GTE,,Release,26256,,259981,70645-qq-e-29k,70645-qq-e-d-29k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,マークII,JZX90,92/10～96/09,1JZ-GTE,,Release,26256,,259982,70645-qq-e-30k,70645-qq-e-d-30k,4.95909E+12,70645,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,マークIIブリット,JZX110W,02/01～,1JZ-GTE,,Release,23929,,259987,70646-qq-e-35k,70646-qq-e-d-35k,4.95909E+12,70646,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
トヨタ,マークIIブリット,JZX110W,02/01～,1JZ-GTE,,Return,29243,,259988,70746-qq-e-36k,70746-qq-e-d-36k,4.95909E+12,70746,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
トヨタ,ルーミー,M900A,16/11～,1KR-VET,,Release,26256,,259989,70692-qq-e-37k,70692-qq-e-d-37k,4.95909E+12,70692,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
トヨタ,ルーミー,M900A,16/11～,1KR-VET,,Return,29243,,259990,70792-qq-e-38k,70792-qq-e-d-38k,4.95909E+12,70792,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,36800,32600
日産,180SX,RPS13,91/01～,SR20DET,,Release,23929,,259992,70610-qq-e-40k,70610-qq-e-d-40k,4.95909E+12,70610,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,180SX,RS13,89/03～91/01,CA18DET,,Release,23929,,259991,70610-qq-e-39k,70610-qq-e-d-39k,4.95909E+12,70610,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,GT-R,R35,07/12～,VR38DETT,,Release,40377,,260181,70627-qq-e-41k,出さない,4.95909E+12,70627,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,51800,出さない
日産,GT-R,R35,07/12～,VR38DETT,,Return,40377,,260182,70727-qq-e-42k,出さない,4.95909E+12,70727,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,51800,出さない
日産,NV100クリッパー,DR17V,15/03～,R06A,ターボ,Release,26256,,259993,70696-qq-e-43k,70696-qq-e-d-43k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,NV100クリッパー,DR17V,15/03～,R06A,ターボ,Return,30727,,259994,70796-qq-e-44k,70796-qq-e-d-44k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
日産,NV100クリッパーリオ,DR17W,15/03～,R06A,ターボ,Release,26256,,259995,70696-qq-e-45k,70696-qq-e-d-45k,4.95909E+12,70696,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,NV100クリッパーリオ,DR17W,15/03～,R06A,ターボ,Return,30727,,259996,70796-qq-e-46k,70796-qq-e-d-46k,4.95909E+12,70796,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,,,38800,34100
日産,アベニールサリュー,PNW10,95/08～,SR20DET,,Release,26256,,259997,70626-qq-e-47k,70626-qq-e-d-47k,4.95909E+12,70626,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,グロリア,HY33,95/06～99/06,VQ30DET,,Release,26256,,259999,70618-qq-e-49k,70618-qq-e-d-49k,4.95909E+12,70618,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,グロリア,HY34,99/06～,VQ30DET,,Release,26256,,260000,70618-qq-e-50k,70618-qq-e-d-50k,4.95909E+12,70618,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,グロリア,PY32/PBY32,91/06～95/06,VG30DET,,Release,26256,,259998,70618-qq-e-48k,70618-qq-e-d-48k,4.95909E+12,70618,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,32800,29600
日産,シルビア,PS13,91/01～93/10,SR20DET,,Release,23929,,260002,70610-qq-e-52k,70610-qq-e-d-52k,4.95909E+12,70610,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,シルビア,S13,88/05～91/01,CA18DET,,Release,23929,,260001,70610-qq-e-51k,70610-qq-e-d-51k,4.95909E+12,70610,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,シルビア,S14,93/10～99/01,SR20DET,,Release,23929,,260003,70623-qq-e-53k,70623-qq-e-d-53k,4.95909E+12,70623,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,シルビア,S15,99/01～,SR20DET,,Release,23929,,260004,70623-qq-e-54k,70623-qq-e-d-54k,4.95909E+12,70623,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,スカイライン,ECR33,93/08～98/05,RB25DET,,Release,23929,,260007,70620-qq-e-57k,70620-qq-e-d-57k,4.95909E+12,70620,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,スカイライン,ECR33,93/08～98/05,RB25DET,,Return,29243,,260008,70720-qq-e-58k,70720-qq-e-d-58k,4.95909E+12,70720,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,36800,32600
日産,スカイライン,ER34,98/05～01/06,RB25DET,,Release,23929,,260009,70620-qq-e-59k,70620-qq-e-d-59k,4.95909E+12,70620,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
日産,スカイライン,ER34,98/05～01/06,RB25DET,,Return,29243,,260010,70720-qq-e-60k,70720-qq-e-d-60k,4.95909E+12,70720,BLITZ,SUPER SOUND BLOW OFF VALVE BR,サクションリターンタイプ<br>アクセルオフ時に逆流した過給圧をホースを通じて純正同様にサクション側へリターンさせるタイプ<br>車検時も問題なし,リターンタイプ装着時は一部純正部品を併用,,36800,32600
日産,スカイライン,HCR32,89/05～93/08,RB20DET,,Release,23929,,260005,70620-qq-e-55k,70620-qq-e-d-55k,4.95909E+12,70620,BLITZ,SUPER SOUND BLOW OFF VALVE BR,大気開放タイプ<br>アクセルオフ時に逆流した過給圧を大気へ開放するタイプ,,,29800,27400
