自動車メーカー,車種,型式,年式,適合詳細,タイプ,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F/R),減衰力(F/R),スプリング kgf/mm(F/R),仕様,備考,注意事項,定価,送料,SET価格,C_SET価格,,規格1,パターン数,管理用コード,管理用コード
日産,ローレル,C35,,2WD,,80025,75594,242521,FK-LIMITED-qq-e-h-67m/FK-LIMITED-qq-e-h-67k,FK-LIMITED-qq-e-d-h-67m/FK-LIMITED-qq-e-d-h-67k,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,リアブラケット,2,FK-LIMITED-qq-e-h-67,FK-LIMITED-qq-e-d-h-67
日産,ローレル,C35,,4WD,,75594,71162,242522,FK-LIMITED-qq-e-h-68m/FK-LIMITED-qq-e-h-68k,FK-LIMITED-qq-e-d-h-68m/FK-LIMITED-qq-e-d-h-68k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,リアブラケット丸型・コの字型をご指定下さい,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,リアブラケット,2,FK-LIMITED-qq-e-h-68,FK-LIMITED-qq-e-d-h-68
ホンダ,S2000,AP1,,4WD取付不可,,75594,71162,243038,FK-LIMITED-qq-e-h-77,FK-LIMITED-qq-e-d-h-77,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,アコード,CL7,,4WD取付不可,,75594,71162,243221,FK-LIMITED-qq-e-h-78,FK-LIMITED-qq-e-d-h-78,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/5,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,インテグラ,DC2,,4WD取付不可,,75594,71162,243223,FK-LIMITED-qq-e-h-83,FK-LIMITED-qq-e-d-h-83,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,オデッセイ,RB1/RB2/RB3/RB4,,4WD取付不可,,75594,71162,242848,FK-LIMITED-qq-e-h-84,FK-LIMITED-qq-e-d-h-84,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/12,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,AFS車は汎用ブラケットが必要,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,オデッセイ,RC1,,4WD取付不可,,78253,73821,243021,FK-LIMITED-qq-e-h-14k,FK-LIMITED-qq-e-d-h-14k,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,7/6.5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100,,,,,
ホンダ,シビック,EG6,,4WD取付不可,,75594,71162,242683,FK-LIMITED-qq-e-h-81,FK-LIMITED-qq-e-d-h-81,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,10/6,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,シビック,EK9,,4WD取付不可,,75594,71162,242684,FK-LIMITED-qq-e-h-82,FK-LIMITED-qq-e-d-h-82,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/7,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
ホンダ,ステップワゴン,RK1/RK5,,4WD取付不可,,78253,73821,242685,FK-LIMITED-qq-e-h-85,FK-LIMITED-qq-e-d-h-85,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,8/6.5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100,,,,,
ホンダ,フィット,GE6/GE8,,4WD取付不可,,75594,71162,242846,FK-LIMITED-qq-e-h-79,FK-LIMITED-qq-e-d-h-79,FINAL KONNEXION,LIMITED II,マウントレス/別体式,倒立式/正立式,7/5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
マツダ,CX-3,DK5AW,,4WD,,80025,75594,242687,FK-LIMITED-qq-e-h-88,FK-LIMITED-qq-e-d-h-88,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,7/3.5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
マツダ,CX-3,DK5FW,,2WD,,80025,75594,243224,FK-LIMITED-qq-e-h-87,FK-LIMITED-qq-e-d-h-87,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,7/3.5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
マツダ,RX-7,FD3S,,4WD取付不可,,75594,71162,242686,FK-LIMITED-qq-e-h-86,FK-LIMITED-qq-e-d-h-86,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/12,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
マツダ,ロードスター,NA6,,4WD取付不可,,75594,71162,243022,FK-LIMITED-qq-e-h-15k,FK-LIMITED-qq-e-d-h-15k,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,8/8,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
三菱,ランサーエボリューションX,CZ4A,,4WD取付不可,,80025,75594,242849,FK-LIMITED-qq-e-h-89,FK-LIMITED-qq-e-d-h-89,FINAL KONNEXION,LIMITED II,ピロ調整/リジット固定,倒立式/正立式,10/7,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,84800,2000,93400,88900,,,,,
レクサス,GS350/GS430,GRS191/UZS190,,4WD取付不可,,75594,71162,242838,FK-LIMITED-qq-e-h-51,FK-LIMITED-qq-e-d-h-51,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400,,,,,
レクサス,GS350/GS430,GRS196,,4WD,,78253,73821,242839,FK-LIMITED-qq-e-h-52,FK-LIMITED-qq-e-d-h-52,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100
レクサス,IS250/IS350,GSE20/GSE21,,4WD取付不可,,75594,71162,242840,FK-LIMITED-qq-e-h-53,FK-LIMITED-qq-e-d-h-53,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,79800,2000,88900,84400
レクサス,IS250/IS350,GSE25,,4WD,,78253,73821,243033,FK-LIMITED-qq-e-h-54,FK-LIMITED-qq-e-d-h-54,FINAL KONNEXION,LIMITED II,リジット固定/リジット固定,正立式/正立式,12/10,フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100
レクサス,NX200t/NX300/NX300h,AGZ10/AYZ10,,AVS装着車取り付け可<br>4WD取付不可,,78253,73821,242850,FK-LIMITED-qq-e-h-9k,FK-LIMITED-qq-e-d-h-9k,FINAL KONNEXION,LIMITED II,リジット固定/別体式,正立式/正立式,7/8.5(特別形状),フルタップ全長調整式<br>単筒正立、単筒倒立式(車種により)<br>減衰力20段調整機能付<br>ピロアッパーマウント調整式(車種により)<br>リジットアッパーマウント(車種により)<br>スラストベアリングアッパーシート採用(車種により)<br>オーバーホール可能<br>車高調レンチ、製品証明書、オリジナルステッカー付属,AVS装着車はAVS機能使用不可,ポップアップフード付き車のローダウンやインチアップなどによるフードの不具合につきましては一切の責任を負いかねます(社外の「ポップアップフードキャンセラー」などのご使用をお勧めします)<br>リジットマウントタイプはゴム製品の為、摩擦により消耗致します<br>消耗を防ぐ為に必ず最低地上高を保ち、定期的にアッパー各部のボルト・ナット(センタートップナット)を増し締めして下さい<br>尚、リジットブッシュは定期的に確認し交換を行って下さい<br>プリロードのかけ過ぎにより異音がでますので取扱に十分に注意してご使用ください<br>強度計算書は付属しておりません<br>その他注意事項については、必ずメーカーHPにてご確認の上ご注文ください,82800,2000,91600,87100
