自動車メーカー,車種,型式,年式,適合詳細,スプリング,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,備考,注意事項,定価,SET価格,,取付特記事項
トヨタ,マークII,JZX81,90/08～93/02,"グレード:グランデ,グランデG<br>エンジン種別:ツインカム<br>エンジン形式:1JZGE<br>外観形式:ハードトップ,セダン<br>その他:TEMS",,89067,,74239,KYB-qq-e-i-2805,KYB-qq-e-d-i-2805,フロント:SEP0040 2本<br>リア:SEA0050 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,130000,109500,,
トヨタ,マークII,LX65,82/08～84/07,グレード:LE<br>エンジン種別:TDE<br>エンジン形式:2LTE<br>外観形式:セダン,,54099,,74235,KYB-qq-e-i-2789,出さない,フロント:SSC4046 2本<br>リア:SSB1788 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,マークII,LX76V,84/11～,グレード:DX<br>エンジン種別:ディーゼル<br>エンジン形式:2L<br>外観形式:バン,,54099,,73217,KYB-qq-e-i-2797,出さない,フロント:SSC4046 2本<br>リア:SSB1787 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,マークII,MX61,82/08～84/07,"グレード:グランデ,LGT<br>エンジン種別:ターボ<br>エンジン形式:MTEU<br>外観形式:セダン,ハードトップ",,54099,,74234,KYB-qq-e-i-2787,出さない,フロント:SSC4046 2本<br>リア:SSB1788 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,マークII,MX63,82/08～84/07,グレード:グランデ<br>エンジン種別:EFI<br>エンジン形式:5MEU<br>外観形式:セダン,,54099,,74757,KYB-qq-e-i-2788,出さない,フロント:SSC4046 2本<br>リア:SSB1788 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,マークII,MX71,84/08～88/02,グレード:グランデ<br>エンジン種別:ターボ<br>エンジン形式:MTEU<br>外観形式:ハードトップ,,54099,,72245,KYB-qq-e-i-2796,出さない,フロント:SSC4046 2本<br>リア:SSB1788 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,マークII,MX83,89/08～93/02,"グレード:グランデG<br>エンジン種別:ツインカム<br>エンジン形式:7MGE<br>外観形式:ハードトップ,セダン<br>その他:TEMS",,89067,,74760,KYB-qq-e-i-2807,KYB-qq-e-d-i-2807,フロント:SEP0040 2本<br>リア:SEA0050 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,130000,109500,,
トヨタ,マークII,YX76V,84/11～,"グレード:DX,GL<br>エンジン種別:CBR<br>エンジン形式:2YJ<br>外観形式:バン",,54099,,72246,KYB-qq-e-i-2798,出さない,フロント:SSC4046 2本<br>リア:SSB1787 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,77400,出さない,,
トヨタ,レジアス,KCH40G,97/04～99/07,"グレード:E,G,スタンダード<br>ドア数:4ドア<br>駆動:FR",,47584,,73205,KYB-qq-e-i-2707,KYB-qq-e-d-i-2707,フロント:SSB2027 2本<br>リア:SSB2033 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス,KCH40W,97/04～99/07,グレード:ウィンドツアラー<br>ドア数:4ドア<br>駆動:FR,,47584,,74227,KYB-qq-e-i-2709,KYB-qq-e-d-i-2709,フロント:SSB2027 2本<br>リア:SSB2033 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス,KCH46G,97/04～99/07,"グレード:E,G,スタンダード<br>ドア数:4ドア<br>駆動:4WD",,47584,,73708,KYB-qq-e-i-2713,KYB-qq-e-d-i-2713,フロント:SSB2029 2本<br>リア:SSB2035 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス,KCH46W,97/04～99/07,グレード:ウィンドツアラー<br>ドア数:4ドア<br>駆動:4WD,,47584,,74747,KYB-qq-e-i-2715,KYB-qq-e-d-i-2715,フロント:SSB2029 2本<br>リア:SSB2035 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス,RCH41W,97/04～99/07,"グレード:スタンダード,ウィンドツアラー<br>ドア数:4ドア<br>駆動:FR",,47584,,74746,KYB-qq-e-i-2712,KYB-qq-e-d-i-2712,フロント:SSB2027 2本<br>リア:SSB2033 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス,RCH47W,97/04～99/07,"グレード:スタンダード,ウィンドツアラー<br>ドア数:4ドア<br>駆動:4WD",,47584,,71431,KYB-qq-e-i-2717,KYB-qq-e-d-i-2717,フロント:SSB2029 2本<br>リア:SSB2035 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
トヨタ,レジアス/ツーリングハイエース,RCH47W,97/04～,"グレード:G<br>ドア数:4ドア,5ドア<br>駆動:4WD",,47584,,72237,KYB-qq-e-i-2718,KYB-qq-e-d-i-2718,フロント:SSB2029 2本<br>リア:SSB2035 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,67600,59000,,
日産,スカイライン,BNR32,89/08～93/02,グレード:GT-R.17<br>エンジン形式:RB26DETT<br>外観形式:2K<br>駆動:HI.4WD<br>その他:除く「Vスペック」,,54764,,74587,KYB-qq-e-i-2937,KYB-qq-e-d-i-2937,フロント:SSB9022 2本<br>リア:SSB9023 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,DR30,81/08～85/08,グレード:RSX<br>エンジン形式:FJ20T<br>外観形式:セダン,,57689,,73722,KYB-qq-e-i-2896,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,ER30,81/08～82/10,グレード:GTX<br>エンジン形式:LD28<br>外観形式:セダン,,57689,,72731,KYB-qq-e-i-2898,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,ER30,81/08～85/08,グレード:GTL<br>エンジン形式:LD28<br>外観形式:セダン,,57689,,73723,KYB-qq-e-i-2897,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,ER34,98/05～,"グレード:20GT<br>エンジン形式:RB25DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がアイタイプ",,54764,,72734,KYB-qq-e-i-2948,KYB-qq-e-d-i-2948,フロント:SSB9092 2本<br>リア:SSB9093 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,"グレード:20GT<br>エンジン形式:RB25DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がブラケットタイプ",,54764,,74878,KYB-qq-e-i-4752,KYB-qq-e-d-i-4752,フロント:SSB9092 2本<br>リア:SSB9095 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,"グレード:25GT<br>エンジン形式:RB25DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がアイタイプ",,54764,,71708,KYB-qq-e-i-2949,KYB-qq-e-d-i-2949,フロント:SSB9092 2本<br>リア:SSB9093 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,"グレード:25GT<br>エンジン形式:RB25DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がブラケットタイプ",,54764,,73113,KYB-qq-e-i-4753,KYB-qq-e-d-i-4753,フロント:SSB9092 2本<br>リア:SSB9095 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,"グレード:25GTT<br>エンジン形式:RB25DET<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がアイタイプ",,54764,,71226,KYB-qq-e-i-2950,KYB-qq-e-d-i-2950,フロント:SSB9092 2本<br>リア:SSB9093 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,"グレード:25GTT<br>エンジン形式:RB25DET<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がブラケットタイプ",,54764,,73649,KYB-qq-e-i-4754,KYB-qq-e-d-i-4754,フロント:SSB9092 2本<br>リア:SSB9095 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,グレード:GTV<br>エンジン形式:RB25DE<br>外観形式:4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がアイタイプ,,54764,,71707,KYB-qq-e-i-2947,KYB-qq-e-d-i-2947,フロント:SSB9092 2本<br>リア:SSB9093 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,ER34,98/05～,グレード:GTV<br>エンジン形式:RB25DE<br>外観形式:4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がブラケットタイプ,,54764,,74352,KYB-qq-e-i-4751,KYB-qq-e-d-i-4751,フロント:SSB9092 2本<br>リア:SSB9095 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,FJR30,81/08～85/08,"グレード:TI,TIL,TILEXT,TIXEXT<br>エンジン形式:CA18S/E<br>外観形式:セダン",,57689,,74768,KYB-qq-e-i-2899,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,HNR32,89/08～91/08,"グレード:GTS-4<br>エンジン形式:RB20DET<br>外観形式:2K,4K<br>駆動:HI.4WD",,54764,,71706,KYB-qq-e-i-2939,KYB-qq-e-d-i-2939,フロント:SSB9022 2本<br>リア:SSB9023 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,HR30,81/08～85/08,"グレード:GT,GTXEXT,GTL,GTX,GTS<br>エンジン形式:L20E/T/ET<br>外観形式:セダン",,57689,,72251,KYB-qq-e-i-2900,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,HR31,85/08～86/05,グレード:GTPAS<br>エンジン形式:RB20T<br>外観形式:セダン<br>その他:アジャスタブル,,89067,,72732,KYB-qq-e-i-2918,KYB-qq-e-d-i-2918,フロント:SEP0030 2本<br>リア:SEA0030 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,130000,109500,,
日産,スカイライン,HR34,98/05～,"グレード:20GT<br>エンジン形式:RB20DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がアイタイプ",,54764,,72733,KYB-qq-e-i-2946,KYB-qq-e-d-i-2946,フロント:SSB9092 2本<br>リア:SSB9093 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,HR34,98/05～,"グレード:20GT<br>エンジン形式:RB20DE<br>外観形式:2ドアハードトップ,4ドアセダン<br>駆動:2WD<br>その他:リヤ純正ショックアブソーバーの下部取付形状がブラケットタイプ",,54764,,73648,KYB-qq-e-i-4750,KYB-qq-e-d-i-4750,フロント:SSB9092 2本<br>リア:SSB9095 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78400,66000,,
日産,スカイライン,KDR30,81/08～82/10,グレード:RS<br>エンジン形式:FJ20T<br>外観形式:ハードトップ,,57689,,71701,KYB-qq-e-i-2901,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KDR30,81/08～85/08,グレード:RSX<br>エンジン形式:FJ20T<br>外観形式:ハードトップ,,57689,,74243,KYB-qq-e-i-2902,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KFJR30,81/08～82/10,グレード:TIX<br>エンジン形式:CA18E<br>外観形式:ハードトップ,,57689,,71702,KYB-qq-e-i-2904,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KFJR30,81/08～83/08,グレード:TILEXT<br>エンジン形式:CA18S<br>外観形式:ハードトップ,,57689,,72252,KYB-qq-e-i-2903,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KHR30,81/08～83/08,グレード:GTS<br>エンジン形式:L20ET<br>外観形式:ハードトップ,,57689,,72254,KYB-qq-e-i-2907,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KHR30,81/08～84/08,"グレード:GTL,GTX,GTXEXT<br>エンジン形式:L20E<br>外観形式:ハードトップ",,57689,,72253,KYB-qq-e-i-2906,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KHR30,81/08～85/08,"グレード:GT,GT2<br>エンジン形式:L20T<br>外観形式:ハードトップ",,57689,,73221,KYB-qq-e-i-2905,出さない,フロント:SSC4012 2本<br>リア:SSB9004 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82800,出さない,,
日産,スカイライン,KHR31,85/08～89/05,グレード:GTEX<br>エンジン形式:RB20E<br>外観形式:4ドアハードトップ<br>その他:アジャスタブル,,89067,,70944,KYB-qq-e-i-2920,KYB-qq-e-d-i-2920,フロント:SEP0030 2本<br>リア:SEA0030 2本,KYB,SS For Street,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,130000,109500,,
