自動車メーカー,車種,型式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,バネレート(F/R),減衰力(F/R),車高調整幅 (F/R),備考,注意事項,定価,SET価格
ダイハツ,コペン,L880K,,83104,,311659,PND03A-4-qq-e-f1-141,PND03A-4-qq-e-d-141,PND03A-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,+10～-70/+10～-20,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ソニカ,L405S,,83104,,311654,PND02-7-qq-e-f1-143,PND02-7-qq-e-d-143,PND02-7,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ソニカ,L415S,,96040,,311672,PND06-1-qq-e-f1-144,PND06-1-qq-e-d-144,PND06-1,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L200S,,83104,,311670,PND04-3-qq-e-f1-153,PND04-3-qq-e-d-153,PND04-3,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L275S/L275V,スタビライザー搭載車,83104,,311722,PND42A-09-qq-e-f1-254k,PND42A-09-qq-e-d-254k,PND42A-09,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L275S/L275V,スタビライザー未搭載車,83104,,311739,PND42B-10-qq-e-f1-146,PND42B-10-qq-e-d-146,PND42B-10,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L285S/L285V,スタビライザー搭載車,96040,,311694,PND25A-9-qq-e-f1-147,PND25A-9-qq-e-d-147,PND25A-9,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L285S/L285V,スタビライザー未搭載車,96040,,311695,PND25B-10-qq-e-f1-148,PND25B-10-qq-e-d-148,PND25B-10,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L500S/L502S,,83104,,311669,PND04-2-qq-e-f1-154,PND04-2-qq-e-d-154,PND04-2,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L700S/L700V,,83104,,311655,PND03A-1-qq-e-f1-157,PND03A-1-qq-e-d-157,PND03A-1,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-55,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L710S/L710V,,96040,,311665,PND03B-4-qq-e-f1-158,PND03B-4-qq-e-d-158,PND03B-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-45,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラアヴィ,L250S,,83104,,311652,PND02-5-qq-e-f1-149,PND02-5-qq-e-d-149,PND02-5,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラアヴィ,L260S,,96040,,311677,PND06-6-qq-e-f1-150,PND06-6-qq-e-d-150,PND06-6,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミライース,LA300S,,83104,,311738,PND42B-09-qq-e-f1-255k,PND42B-09-qq-e-d-255k,PND42B-09,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミライース,LA310S,,96040,,311713,PND25B-9-qq-e-f1-152,PND25B-9-qq-e-d-152,PND25B-9,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラジーノ,L650S,,83104,,311651,PND02-4-qq-e-f1-155,PND02-4-qq-e-d-155,PND02-4,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラジーノ,L660S,,96040,,311676,PND06-5-qq-e-f1-156,PND06-5-qq-e-d-156,PND06-5,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラジーノ,L700S/L700V,,83104,,311656,PND03A-1-qq-e-f1-3k,PND03A-1-qq-e-d-3k,PND03A-1,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-55,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラジーノ,L710S/L710V,,96040,,311666,PND03B-4-qq-e-f1-4k,PND03B-4-qq-e-d-4k,PND03B-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-45,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
トヨタ,ピクシスエポック,LA300A,,83104,,311742,PND42B-13-qq-e-f1-179,PND42B-13-qq-e-d-179,PND42B-13,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
トヨタ,ピクシスエポック,LA310A,,96040,,311698,PND25B-13-qq-e-f1-180,PND25B-13-qq-e-d-180,PND25B-13,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
日産,ピノ,HC24S,,83104,,311784,PNS03C-8-qq-e-f1-256k,PNS03C-8-qq-e-d-256k,PNS03C-8,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-70/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ホンダ,N-ONE,JG1,,78204,,311819,SP01015103002-1-qq-e-f1-167,SP01015103002-1-qq-e-d-167,SP01015103002-1,Spiegel,プロスペック・ネオ,4k/2k,30段/30段 調整式,-5～-65/-20～-60,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,キャロル,HB12S/HB22S/HB23S,,83104,,311793,PNS06A-7-qq-e-f1-257k,PNS06A-7-qq-e-d-257k,PNS06A-7,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,キャロル,HB24S,,83104,,311783,PNS03C-7-qq-e-f1-258k,PNS03C-7-qq-e-d-258k,PNS03C-7,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-70/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,キャロル,HB25S,,83104,,311807,PNS52-5-qq-e-f1-259k,PNS52-5-qq-e-d-259k,PNS52-5,Spiegel,プロスペック・ネオ,5k/2k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,キャロル,HB35S,,78204,,311634,BSYS52-10-qq-e-f1-260k,BSYS52-10-qq-e-d-260k,BSYS52-10,Spiegel,プロスペック・ネオ,5k/2k,30段/24段 調整式,-15～-75/-25～-50,純正アッパーマウント使用<br>センターロックタイプ1本止め,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
マツダ,キャロル,HB35S,,83104,,311808,PNS52-6-qq-e-f1-261k,PNS52-6-qq-e-d-261k,PNS52-6,Spiegel,プロスペック・ネオ,5k/2k,30段/24段 調整式,,フロント調整式ピロアッパーマウント付<br>フロントアッパー2本止め,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,スピアーノ,HF21S,,83104,,311772,PNS03A-5-qq-e-f1-263k,PNS03A-5-qq-e-d-263k,PNS03A-5,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-90/-5～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,ラピュタ,HP11S/HP12S/HP21S,,83104,,311794,PNS06A-8-qq-e-f1-264k,PNS06A-8-qq-e-d-264k,PNS06A-8,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-30～-90/-35～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,ラピュタ,HP22S,～H15/08,83104,,311795,PNS06A-9-qq-e-f1-265k,PNS06A-9-qq-e-d-265k,PNS06A-9,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-30～-90/-35～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
マツダ,ラピュタ,HP22S,H15/09～,88004,,311799,PNS06B-4-qq-e-f1-266k,PNS06B-4-qq-e-d-266k,PNS06B-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-30～-90/-35～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
