自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
AUDI,A3,GH-8PAXW/GH-8PBLR/GH-8PBGU,03～13,2WD<br>ストラット外径:50mm<br>電子制御ショック非対応,474211,,246197,CM-AU10-qq-e-f1-8k,CM-AU10-qq-e-d-8k,CM-AU10,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,522000
AUDI,A3,GH-8PAXW/GH-8PBLR/GH-8PBGU,03～13,2WD<br>ストラット外径:55mm<br>電子制御ショック非対応,474211,,246493,CM-AU11-qq-e-f1-9k,CM-AU11-qq-e-d-9k,CM-AU11,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,522000
AUDI,A3 スポーツバック,ABA-8PBSE/ABA-8PCAX/ABA-8PBYT/ABA-8PBZB/ABA-8PCDA/ABA-8PBLR/ABA-8PBLX/ABA-8PBVY/ABA-8PAXX/ABA-8PBWA/DBA-8PBSE/DBA-8PCAX/DBA-8PBYT/DBA-8PBZB/DBA-8PCDA/DBA-8PBLR/DBA-8PBLX/DBA-8PBVY/DBA-8PAXX/DBA-8PBWA/GH-8PBSE/GH-8PCAX/GH-8PBYT/GH-8PBZB/GH-8PCDA/GH-8PBLR/GH-8PBLX/GH-8PBVY/GH-8PAXX/GH-8PBWA,04～13,2WD<br>ストラット外径:50mm<br>電子制御ショック非対応,474211,,246788,CM-AU06-qq-e-f1-6k,CM-AU06-qq-e-d-6k,CM-AU06,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,522000
AUDI,A3 スポーツバック,ABA-8PBSE/ABA-8PCAX/ABA-8PBYT/ABA-8PBZB/ABA-8PCDA/ABA-8PBLR/ABA-8PBLX/ABA-8PBVY/ABA-8PAXX/ABA-8PBWA/DBA-8PBSE/DBA-8PCAX/DBA-8PBYT/DBA-8PBZB/DBA-8PCDA/DBA-8PBLR/DBA-8PBLX/DBA-8PBVY/DBA-8PAXX/DBA-8PBWA/GH-8PBSE/GH-8PCAX/GH-8PBYT/GH-8PBZB/GH-8PCDA/GH-8PBLR/GH-8PBLX/GH-8PBVY/GH-8PAXX/GH-8PBWA,04～13,2WD<br>ストラット外径:55mm<br>電子制御ショック非対応,474211,,247069,CM-AU07-qq-e-f1-7k,CM-AU07-qq-e-d-7k,CM-AU07,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,522000
BMW,1シリーズ E81,,04～11,4気筒,474211,,247362,CM-BM54-qq-e-f1-19k,CM-BM54-qq-e-d-19k,CM-BM54,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,1シリーズ E81,,04～11,6気筒,474211,,247363,CM-BM55-qq-e-f1-20k,CM-BM55-qq-e-d-20k,CM-BM55,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,1シリーズ E82,ABA-UC30/ABA-UC35,08～12,6気筒<br>適合グレード:135i,474211,,246496,CM-BM57-qq-e-f1-22k,出さない,CM-BM57,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,1シリーズ E82,LBA-UC20,08～12,4気筒<br>適合グレード:120i,474211,,246495,CM-BM56-qq-e-f1-21k,出さない,CM-BM56,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,1シリーズ E87,ABA-UE16/LBA-UE16/GH-UE16/ABA-UF16/LBA-UF16/GH-UF16/ABA-UF18/LBA-UF18/GH-UF18/ABA-UF20/LBA-UF20/GH-UF20,04～11,4気筒<br>適合グレード:116i/118i/120i,474211,,247364,CM-BM58-qq-e-f1-23k,CM-BM58-qq-e-d-23k,CM-BM58,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,1シリーズ E87,ABA-UF30,04～11,6気筒<br>適合グレード:130i,474211,,247365,CM-BM59-qq-e-f1-24k,CM-BM59-qq-e-d-24k,CM-BM59,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,1シリーズ E88,ABA-UL20/LBA-UL20/ABA-UM20/LBA-UM20,08～12,4気筒<br>適合グレード:120iカブリオレ,474211,,246497,CM-BM60-qq-e-f1-25k,出さない,CM-BM60,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,1シリーズ E88,,08～12,6気筒,474211,,247366,CM-BM61-qq-e-f1-26k,出さない,CM-BM61,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,1シリーズ F20,DBA-1A16/DBA-1R15,11～UP,電子制御ショック非対応,474211,,247369,CM-BM75-5-qq-e-f1-38k,出さない,CM-BM75-5,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/14K,,フルタップ式車高調,,,500000,2000,出さない
BMW,3シリーズ E36,E-CA18/E-BE18/E-BE19,91～99,4気筒<br>適合グレード:318i/318isクーペ,474211,,247070,CM-BM14-qq-e-f1-10k,CM-BM14-qq-e-d-10k,CM-BM14,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E36,E-CB20/E-BF20/E-CB25/E-CD28,91～99,6気筒<br>適合グレード:320i/323i/325i/328i,474211,,246494,CM-BM16-qq-e-f1-11k,CM-BM16-qq-e-d-11k,CM-BM16,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E46,GF-AL19/GH-AL19/GF-AY20/GH-AY20,98～06,4気筒<br>適合グレード:318iセダン/318ciクーペ,474211,,247071,CM-BM25-qq-e-f1-13k,CM-BM25-qq-e-d-13k,CM-BM25,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E46,GF-AM20/GF-AV22/GF-AM25/GF-AV25/GF-AM28/GF-AV30/GH-AM20/GH-AV22/GH-AM25/GH-AV25/GH-AM28/GH-AV30,98～06,6気筒<br>適合グレード:320i/323i/325i/328i/330i(セダン)328ci/330ci(クーペ),474211,,247072,CM-BM27-qq-e-f1-14k,CM-BM27-qq-e-d-14k,CM-BM27,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E90,ABA-VA20/LBA-VA20/ABA-PG20/LBA-PG20/ABA-PG20G/LBA-PG20G,05～12,4気筒<br>適合グレード:320i,474211,,246498,CM-BM62-qq-e-f1-27k,CM-BM62-qq-e-d-27k,CM-BM62,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調<br>減衰力30段,,,500000,2000,517000
BMW,3シリーズ E90,ABA-VB23/LBA-VB23/ABA-VB25/LBA-VB25/ABA-PH25/LBA-PH25/ABA-VB30/LBA-VB30,05～12,6気筒<br>335i未確認,474211,,246499,CM-BM63-qq-e-f1-28k,CM-BM63-qq-e-d-28k,CM-BM63,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E91 ツーリングワゴン,ABA-VR20/LBA-VR20/ABA-US20/LBA-US20,05～11,4気筒<br>適合グレード:320i,474211,,247367,CM-BM64-qq-e-f1-30k,出さない,CM-BM64,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,3シリーズ E91 ツーリングワゴン,LBA-UT25,05～11,6気筒<br>適合グレード:325i,474211,,246789,CM-BM65-qq-e-f1-31k,出さない,CM-BM65,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,3シリーズ E92 クーペ,ABA-KE25/LBA-KE25/ABA-KG35/LBA-KG35,06～12,6気筒,474211,,246790,CM-BM67-qq-e-f1-33k,CM-BM67-qq-e-d-33k,CM-BM67,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E92 クーペ,ABA-WA20/LBA-WA20/ABA-KD20/LBA-KD20/ABA-KD20G/LBA-KD20G,06～12,4気筒,474211,,246500,CM-BM66-qq-e-f1-32k,CM-BM66-qq-e-d-32k,CM-BM66,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,3シリーズ E93 カブリオレ,ABA-DX35/ABA-WL35,06～11,6気筒<br>適合グレード:335i,474211,,246200,CM-BM69-qq-e-f1-35k,CM-BM69-qq-e-d-35k,CM-BM69,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,522000
BMW,3シリーズ F30,LDA-3A20/LDA-3B20/LDA-3D20/LDA-3X20/LDA-3X28/LDA-3X30/LDA-8A20/LDA-8A30/DBA-3A20/DBA-3B20/DBA-3D20/DBA-3X20/DBA-3X28/DBA-3X30/DBA-8A20/DBA-8A30/DAA-3A20/DAA-3B20/DAA-3D20/DAA-3X20/DAA-3X28/DAA-3X30/DAA-8A20/DAA-8A30,12～UP,ツーリング不可<br>電子制御ショック非対応,474211,,246201,CM-BM75-1-qq-e-f1-36k,出さない,CM-BM75-1,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,3シリーズ F34,DBA-3X20/DBA-3X28/DBA-3X30,13～UP,電子制御ショック非対応,474211,,247074,CM-BM75-10-qq-e-f1-37k,出さない,CM-BM75-10,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,4シリーズ F32 クーペ,DBA-3N28/DBA-3R30,13～UP,電子制御ショック非対応,474211,,246501,CM-BM75-8-qq-e-f1-39k,出さない,CM-BM75-8,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,10.5K/14K,,フルタップ式車高調,,,500000,2000,出さない
BMW,5シリーズ E60,ABA-NA25/ABA-NE25/ABA-NU25/ABA-DT25/ABA-NA30/ABA-NE30/ABA-NU30/GH-NA25/GH-NE25/GH-NU25/GH-DT25/GH-NA30/GH-NE30/GH-NU30,03～10,6気筒<br>適合グレード:525i/530i<br>レベライザー付車不可<br>電子制御ショック非対応,474211,,247361,CM-BM40-qq-e-f1-16k,CM-BM40-qq-e-d-16k,CM-BM40,XYZ,CMタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,5シリーズ E60,ABA-NB40/ABA-NW40/ABA-NB48/ABA-NW48/ABA-NB44/GH-NB40/GH-NW40/GH-NB48/GH-NW48/GH-NB44,03～10,8気筒<br>適合グレード:540i/545i/550i<br>レベライザー付車不可<br>電子制御ショック非対応,474211,,246199,CM-BM41-qq-e-f1-17k,出さない,CM-BM41,XYZ,CMタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,M3 E36 クーペ,E-M3B/E-M3C,94～99,,474211,,247678,CM-BM18-qq-e-f1-12k,出さない,CM-BM18,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,M3 E46,GH-BL32,01～07,適合グレード:ベースグレード/SMG2,474211,,246198,CM-BM29-qq-e-f1-15k,CM-BM29-qq-e-d-15k,CM-BM29,XYZ,CMタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,16K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,M3 E90 セダン,ABA-VA40/CBA-VA40,07～12,電子制御ショック非対応,474211,,247073,CM-BM63-1-qq-e-f1-29k,CM-BM63-1-qq-e-d-29k,CM-BM63-1,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18.6K/18K,,フルタップ式車高調,,,500000,2000,517000
BMW,M3 E92,,06～12,電子制御ショック非対応,474211,,247368,CM-BM67-1-qq-e-f1-34k,出さない,CM-BM67-1,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,18.6K/18K,,フルタップ式車高調,,,500000,2000,出さない
BMW,M5 E60,ABA-NB50,04～10,適合グレード:ベースグレード<br>レベライザー付車不可<br>電子制御ショック非対応,474211,,247679,CM-BM42-qq-e-f1-18k,出さない,CM-BM42,XYZ,CMタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/18K,,フルタップ式車高調,,,500000,2000,出さない
FORD,ティエラ,,98～07,,474211,,247682,CM-FO20-qq-e-f1-45k,出さない,CM-FO20,XYZ,CMタイプ車高調,ピロアッパー/ピロアッパー,14K/12K,,フルタップ式車高調,,,500000,2000,出さない
FORD,フィエスタ,,08～UP,4WD不可,474211,,247680,CM-FO04-qq-e-f1-40k,出さない,CM-FO04,XYZ,CMタイプ車高調,ピロアッパー/アルミリジット,12K/9K,,フルタップ式車高調,,,500000,2000,出さない
FORD,フォーカス,,00～05,USAモデル<br>純正ストラット外径:45.5mm,474211,,247681,CM-FO06-qq-e-f1-43k,出さない,CM-FO06,XYZ,CMタイプ車高調,固定式ピロアッパー/アルミリジット,16K/16K,,フルタップ式車高調,,,500000,2000,出さない
FORD,フォーカス ST,,05～10,,474211,,247371,CM-FO08-qq-e-f1-44k,出さない,CM-FO08,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,16.5K/16K,,フルタップ式車高調,,,500000,2000,出さない
FORD,フォーカスC-MAX,DA3,04～10,2WD<br>純正ストラット外径:52mm,474211,,247370,CM-FO05-qq-e-f1-42k,出さない,CM-FO05,XYZ,CMタイプ車高調,ピロアッパー/アルミリジット,16K/16K,,フルタップ式車高調,,,500000,2000,出さない
FORD,フォーカスC-MAX,,03～10,2WD<br>純正ストラット外径:52mm,474211,,246791,CM-FO05-qq-e-f1-41k,出さない,CM-FO05,XYZ,CMタイプ車高調,ピロアッパー/アルミリジット,16K/16K,,フルタップ式車高調,,,500000,2000,出さない
HYUNDAI,ジェネシスクーペ,BK,11～UP,2.0T 4気筒,474211,,247375,CM-HY10-qq-e-f1-65k,CM-HY10-qq-e-d-65k,CM-HY10,XYZ,CMタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
HYUNDAI,ジェネシスクーペ,BK,11～UP,3.8L 6気筒,474211,,246506,CM-HY11-qq-e-f1-66k,CM-HY11-qq-e-d-66k,CM-HY11,XYZ,CMタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
HYUNDAI,ジェネシスクーペ,,08～10,2.0T,474211,,246505,CM-HY08-qq-e-f1-64k,CM-HY08-qq-e-d-64k,CM-HY08,XYZ,CMタイプ車高調,ピロアッパー/純正アッパー,18K/18K,,フルタップ式車高調,,,500000,2000,517000
MERCEDESBENZ,Cクラス C204,,11～UP,4気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応,474211,,247082,CM-ME07-1-qq-e-f1-78k,出さない,CM-ME07-1,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調,,リア装着後減衰力調整不可,500000,2000,出さない
MERCEDESBENZ,Cクラス C204,,11～UP,6気筒<br>4WD不可<br>AMG不可<br>エアサス車不可<br>純正電子制御ショック非対応,474211,,247377,CM-ME07-2-qq-e-f1-79k,出さない,CM-ME07-2,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調,,リア装着後減衰力調整不可,500000,2000,出さない
MERCEDESBENZ,Cクラス W204 セダン,,07～UP,2WD 4気筒<br>AMG不可,474211,,246510,CM-ME05-qq-e-f1-76k,CM-ME05-qq-e-d-76k,CM-ME05,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,,,,500000,2000,522000
MERCEDESBENZ,Cクラス W204 セダン,,07～UP,2WD 6気筒<br>AMG不可,474211,,246511,CM-ME06-qq-e-f1-77k,CM-ME06-qq-e-d-77k,CM-ME06,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,,,,500000,2000,522000
MERCEDESBENZ,Eクラス C207,,09～UP,4気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,474211,,246512,CM-ME15-qq-e-f1-80k,出さない,CM-ME15,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
MERCEDESBENZ,Eクラス C207,,09～UP,6気筒<br>エアサス車不可<br>AMG不可<br>電子制御ショック非対応,474211,,247083,CM-ME16-qq-e-f1-81k,出さない,CM-ME16,XYZ,CMタイプ車高調,調整式ピロアッパー/アルミリジット,18K/18K,,フルタップ式車高調,,,500000,2000,出さない
PEUGEOT,206,T14/T16/T1/2EK/206RC/206CC,99～08,,474211,,247380,CM-PE05-qq-e-f1-96k,出さない,CM-PE05,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,12K/-,,フルタップ式車高調,リアトーションバーは付属なし,リア装着後減衰力調整不可,500000,2000,出さない
PEUGEOT,306,N3/N5,93～02,,474211,,247688,CM-PE06-qq-e-f1-97k,出さない,CM-PE06,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,12K/-,,フルタップ式車高調,リアトーションバーは付属なし,リア装着後減衰力調整不可,500000,2000,出さない
VOLKSWAGEN,ゴルフ4,GF-1JAEH/GF-1JAGN/GF-1JAGU/GF-1JAPK/GF-1JAUM/GF-1JAVU/GF-1JAZJ/GF-1JBFQ/GH-1JAEH/GH-1JAGN/GH-1JAGU/GH-1JAPK/GH-1JAUM/GH-1JAVU/GH-1JAZJ/GH-1JBFQ,97～04,2WD<br>フロントストラット外径:50mm,474211,,247691,CM-VO09-qq-e-f1-114k,CM-VO09-qq-e-d-114k,CM-VO09,XYZ,CMタイプ車高調,純正アッパー/純正アッパー,14K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>ストラット外径:50mm,474211,,246522,CM-VO12-qq-e-f1-115k,CM-VO12-qq-e-d-115k,CM-VO12,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
VOLKSWAGEN,ゴルフ5,ABA-1KBLP/ABA-1KBAG/ABA-1KAXW/ABA-1KBLX/ABA-1KBLG/ABA-1KAXX/ABA-1KBMY/ABA-1KCAX/GH-1KBLP/GH-1KBAG/GH-1KAXW/GH-1KBLX/GH-1KBLG/GH-1KAXX/GH-1KBMY/GH-1KCAX,04～09,2WD<br>ストラット外径:55mm,474211,,246802,CM-VO13-qq-e-f1-116k,CM-VO13-qq-e-d-116k,CM-VO13,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
VOLKSWAGEN,ゴルフ5,,04～09,4WD<br>ストラット外径:50mm,474211,,247692,CM-VO14-qq-e-f1-117k,CM-VO14-qq-e-d-117k,CM-VO14,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
VOLKSWAGEN,ゴルフ5 GTI,ABA-1KAXX/GH-1KAXX/ABA-1KBYD/GH-1KBYD,04～09,ストラット外径:55mm,474211,,246207,CM-VO16-qq-e-f1-119k,CM-VO16-qq-e-d-119k,CM-VO16,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
VOLKSWAGEN,ゴルフ5 R32,ABA-1KBUBF/GH-1KBUBF,04～09,ストラット外径:55mm,474211,,246523,CM-VO15-qq-e-f1-118k,CM-VO15-qq-e-d-118k,CM-VO15,XYZ,CMタイプ車高調,調整式ピロアッパー/純正アッパー,16K/18K,,フルタップ式車高調,現車確認必要,,500000,2000,517000
